count,x,y,class
0,-0.45736257334002767,-9.416352268550584,0
1,-2.791893649487177,-8.911225830342843,0
2,-1.4062862484742702,6.6897852192303615,1
3,1.0880448309340303,-8.792491842196652,0
4,-2.335270570454637,-8.811487015950245,2
5,-1.948147835491728,-10.801468012212652,2
6,-0.5063013460230397,-11.16056162824039,2
7,-1.636630120782038,-10.796408112875351,2
8,-1.9620048169963922,-10.512124587847756,2
9,-1.0648003797490528,-9.132816435075762,0
10,-0.19130578666140663,-11.369083058742165,2
11,-1.0988166706258113,8.755954163386281,1
12,0.21885699287499594,-7.714531147919473,2
13,-0.6577951341357811,-6.582176389982948,0
14,-0.5865560295022931,7.789754426353541,1
15,0.3658252714396968,-8.70263922059999,0
16,0.04726164749644768,-7.753337975868382,0
17,-1.3138157991208634,-7.721364595782963,0
18,0.32010740377958746,7.41456782610655,1
19,-0.4985389241297319,-10.01974697541366,0
20,-0.6742250160697593,-8.494341175374702,0
21,-0.7999223508971662,7.86236048527564,1
22,-0.8820906592238479,8.374915000814008,1
23,-1.4309011282121258,8.617614974613097,1
24,-0.3733053896048325,7.665200754576308,1
25,-1.4618456288007398,-9.503391112772086,2
26,0.6968378965001709,-7.848543076329188,2
27,-1.3123933069893008,8.402902840915457,1
28,-3.0934230609935742,-9.712176612766642,0
29,-1.2105713320158602,6.988293784210949,1
30,-0.07350856215589041,6.577001258105527,1
31,-0.2957044025971687,-10.098650855061774,2
32,-0.18396650320478847,7.940457066828301,1
33,-1.1805770937916866,-8.734694271094353,2
34,-2.058937912695793,-8.315503309008093,0
35,0.10246060816979985,-10.618355118251099,2
36,-0.9005416155301849,6.661615807927799,1
37,-1.743659677568789,-8.71272794994896,0
38,-1.6353539773463188,9.122136646714756,1
39,-0.6322361086689563,-10.795887101209267,0
40,-1.6541513508885584,-9.7702359751182,2
41,0.15018613592243568,6.758710496410241,1
42,-1.4152950440690597,7.029107821810749,1
43,-0.3167892402355039,-8.851576125991409,0
44,-1.8821089300676606,10.136721207444953,1
45,-1.5918408594579667,-10.105581045361127,2
46,-2.6789860864584316,-9.275301466882883,2
47,-1.562914107777079,-11.144110046702433,2
48,-2.4048463293029227,-9.077707110996258,2
49,-1.2073893728341756,-9.294597880574575,2
50,-1.7794274452697558,7.719325592344753,1
51,0.09819473468737727,6.876751532304567,1
52,0.1725207746904931,-7.534702185887822,2
53,-1.194196557785536,-10.31243419201579,2
54,1.419783602791754,-8.88948770682619,0
55,-1.0829969882141004,-8.759713077582216,0
56,-1.8900697197666303,-10.470300015740698,2
57,-0.08092471063439888,7.084484214127831,1
58,-3.94560268785026,-9.98087167929425,0
59,-0.9383716140809528,-9.40833890519511,2
60,-1.2656127038728302,8.081426719899614,1
61,-0.5177471668840566,-7.940619607631209,0
62,-0.6439607269291249,-9.781474101000164,2
63,-1.1382318249524053,-9.015559278569617,0
64,0.14650023862744677,-10.305711558283505,0
65,0.43791295285934684,-7.725867365548811,0
66,-2.1190630118466607,5.539011081508632,1
67,0.8295738466341751,-9.10647495094254,2
68,-0.9989157142772516,-9.202566483977037,0
69,-2.481795263054815,-8.162085894005779,0
70,0.16720432089357673,-9.031331754651763,0
71,-1.3485372976318368,5.186261801540423,1
72,-0.8283383349425931,-5.965253581353533,0
73,-0.5812829807040626,7.826931349088941,1
74,-0.8999038966513143,-8.127824231837232,0
75,-1.372462470524857,-9.38077548501128,2
76,-1.2592221564121626,8.303842488906845,1
77,0.2607038197440099,-8.896546620722324,2
78,-2.0195556468439158,-8.147966709810675,0
79,-1.1348903599561437,5.648009116756114,1
80,0.11209435838127035,7.935055305758918,1
81,-0.6983661927077761,6.432268439997728,1
82,0.3634047151102775,8.02808938415331,1
83,0.48848159044042583,-8.35942941745839,0
84,-1.867124854660824,-9.540860121254077,2
85,-1.4393656104952353,8.122148243607871,1
86,-1.1928427696354584,-9.88081413118637,2
87,-0.8661548225903772,9.360483898312626,1
88,-0.9680595490677735,7.068087401736444,1
89,-0.13325639981048643,8.948610773074984,1
90,-1.3027066882985803,-8.910876299566802,2
91,-1.987305972987154,-7.74082721525029,2
92,-0.37949329062975035,-11.788886879014251,2
93,-0.5744878681388936,7.544550906832397,1
94,-1.546295361332785,-6.9108409241074575,0
95,-1.3361234089242588,7.328999047065701,1
96,-1.4319029014338756,8.96236362610149,1
97,-2.7588567068661023,-8.053068651108099,0
98,-0.7875927765550281,7.389251254081014,1
99,0.3666897272984051,-6.98932929078935,2
100,-1.298760922522273,-10.488916943080552,2
101,0.3174886952654159,-9.171798361249282,0
102,0.5650221750449738,-10.261366048159399,2
103,-1.7462021359734006,9.058223019665602,1
104,-1.9656033738644114,-5.68362126435885,0
105,-2.173767584143222,7.86475095006617,1
106,-1.1896864164876033,7.3338937542097025,1
107,-0.2325736253944889,-8.849070390179504,0
108,-1.031486149766373,-10.646713461574375,2
109,-0.6636366264271913,-10.018840601082928,2
110,0.3190622847642284,-9.181813343003657,0
111,0.05913921501399899,6.951533699320163,1
112,-1.1280076203066913,-11.014074069872947,2
113,-0.3559456189392619,-9.615031257138963,0
114,0.7161244875739696,5.798145848565838,1
115,-0.7705345583562218,-9.405965557899524,0
116,-0.01812953429241948,-8.649706482435196,0
117,-1.3519285978915316,7.638909799427876,1
118,-0.09881770621443986,6.98556165856015,1
119,-0.6029260718590976,7.546524989693106,1
120,-0.35475302305751766,-8.007500117974926,2
121,-0.9955837080786589,-7.780620034075648,0
122,0.6074077433018008,6.898845952958968,1
123,0.7036039525673785,-8.477156842157411,0
124,-0.4934355749857755,-8.4374112354125,0
125,0.48436971700197007,-9.944987899210034,0
126,-2.7941230801991663,9.534905292368165,1
127,-0.023694528621540867,-9.431571809485105,2
128,-2.05376985909618,-7.567551336506929,0
129,-1.825332896089106,-9.588453980756917,2
130,-2.7011119802992005,6.752840624125782,1
131,-0.8606755416982184,7.906341922167656,1
132,-2.353296996839521,7.404557786352484,1
133,0.051159923330664325,-7.84042752975109,2
134,-0.8405687621613716,-9.021708405583535,2
135,0.07885636607392388,-9.258546524866738,0
136,-1.9490502609350313,-8.030791012434564,0
137,-1.1169233293670744,-10.928071273336093,2
138,-1.182049972247115,-10.998092119308478,2
139,-1.0564107856344547,7.095563104667806,1
140,-0.5027079447931382,-9.006884548851001,2
141,-2.369789826927926,-10.675592535329525,2
142,-2.7312192124400845,7.226205878240801,1
143,0.2942582253004937,8.178130190431597,1
144,-2.2517013138911244,-7.574315398898505,0
145,-0.305509556284277,7.265204293672734,1
146,-2.102841555388391,6.15070687304579,1
147,0.7035061928777193,-9.148146733925838,2
148,-1.7594023934862772,-10.09064120976513,0
149,-1.162626978844009,4.488278615707845,1
150,-0.6877027851192399,-8.736658984009239,2
151,-0.3095446335787644,-9.903490469251123,2
152,-0.9020513166938298,-9.586864240607172,2
153,1.7281622564683685,6.588864798906261,1
154,0.7493241162338817,6.160877124940256,1
155,-0.9355703992486437,-7.380858348417642,0
156,-0.11817129099281876,9.223113143136283,1
157,-0.96191826428536,-7.927113011645668,0
158,-0.48198414721105565,-7.403213967809192,0
159,-1.8517884814876775,6.551858852420405,1
160,-1.3340607308208667,-12.634434421873642,2
161,-1.0482965906181367,-9.389463485700867,0
162,-0.13232081736472245,-9.89433796383829,2
163,-1.890914798599506,8.236184992184365,1
164,-0.623229744065815,-9.633774578933185,2
165,-1.881139220200712,7.256777763977841,1
166,-0.5478532564058529,-7.719455635899044,0
167,0.049830881583975306,-5.799248845196356,0
168,0.7045224360992657,-9.277236979998715,2
169,-2.959576897112407,-11.276740782866495,2
170,0.6505985808695034,6.5687594114820325,1
171,-0.42500364090138254,-8.379024714671214,0
172,-0.5926699154809011,7.073729133031607,1
173,-0.6846112917214777,-7.926253350878568,2
174,-2.610051167548547,7.472301338317376,1
175,-1.2034586677245216,-8.782395991345044,0
176,1.7170538027474747,-8.185202104427777,0
177,0.18820041131062393,-6.941529576541013,0
178,-0.5432601617478081,7.07467021817213,1
179,-1.592206807204851,-9.191484923438946,0
180,-1.6674286105929688,6.218577664389219,1
181,-0.8026282611078801,-9.898276794647392,2
182,-1.8581213116664097,-7.03581924670493,0
183,-0.9477563801120293,6.314950923812524,1
184,0.4207714329626351,6.9876314125074455,1
185,-1.374749506710708,7.205917823582695,1
186,0.14875365916092487,-10.809710270779545,2
187,-1.8709692095308834,-9.351488473945402,2
188,-2.0241744269179507,-8.100559368198985,0
189,-0.623065789089323,-8.097298396026641,0
190,-0.5279000308087408,7.527796254316188,1
191,-0.7422066300328215,-8.32285925035542,0
192,-1.0177112319933608,7.784558156882456,1
193,-1.3321570986467346,-7.583931390840263,0
194,-2.0260088231512268,7.838930539845955,1
195,-1.4274645144908749,-7.944925092451986,0
196,-1.1063327362930302,-11.089974125027112,2
197,-1.5806879554969413,-7.874611920374148,0
198,-1.2890153656442513,-9.70690366404715,2
199,-1.258396563335081,-8.830210487484859,2
